『三四郎』夏目漱石,En_text,Happy,Angry,Surprise,Sad,Fear
"図書館で研究をする。
著作をやる。
世間で喝采する。
母がうれしがる。
というような未来をだらしなく考えて、大いに元気を回復してみると、べつに二十三ページのなかに顔を埋めている必要がなくなった。","Do research in the library.
Doing writings.
I will be applauded in the world.
My mother will be happy.
I thought of such a future and regained a lot of energy, and I didn't have to bury my face in the 23 pages of the book.",0.25,0.0,0.0,0.5,0.25
"そこでひょいと頭を上げた。
すると筋向こうにいたさっきの男がまた三四郎の方を見ていた。
今度は三四郎のほうでもこの男を見返した。
髭を濃くはやしている。
面長のやせぎすの、どことなく神主じみた男であった。","Then he lifted his head.
The man on the other side of the line was looking at Sanshiro again.
This time, Sanshiro looked over at this man as well.
He had a thick beard.
He was a long-faced, thin man who looked somewhat like a Shinto priest.",0.0,0.25,0.0,0.25,0.5
"ただ鼻筋がまっすぐに通っているところだけが西洋らしい。
学校教育を受けつつある三四郎は、こんな男を見るときっと教師にしてしまう。
男は白地の絣の下に、鄭重に白い襦袢を重ねて、紺足袋をはいていた。
この服装からおして、三四郎は先方を中学校の教師と鑑定した。
大きな未来を控えている自分からみると、なんだかくだらなく感ぜられる。","The only thing that is western is the straight line of his nose.
Sanshiro, who is getting schooled, would surely make a teacher out of such a man.
The man was wearing a white lintel with a white kimono under a white kasuri, and dark blue tabi socks.
Based on his clothes, Sanshiro guessed that the man was a teacher at a junior high school.
From the perspective of a man with a big future ahead of him, it seemed somewhat trivial.",0.0,0.0,0.1,0.4,0.5
"男はもう四十だろう。
これよりさきもう発展しそうにもない。
男はしきりに煙草をふかしている。
長い煙を鼻の穴から吹き出して、腕組をしたところはたいへん悠長にみえる。
そうかと思うとむやみに便所か何かに立つ。","The man must be 40 years old.
He is not likely to develop any further.
The man is puffing on a cigarette.
He is blowing a long puff of smoke out of his nostrils and looks very leisurely when he folds his arms.
Then he stands in the toilet or something.",0.0,0.14,0.14,0.14,0.57
"立つ時にうんと伸びをすることがある。
さも退屈そうである。
隣に乗り合わせた人が、新聞の読みがらをそばに置くのに借りてみる気も出さない。
三四郎はおのずから妙になって、ベーコンの論文集を伏せてしまった。
ほかの小説でも出して、本気に読んでみようとも考えたが、面倒だからやめにした。","Sometimes he stretches when he stands up.
He looks bored.
The person who got on the train next to him had a newspaper to read, but he didn't even try to borrow it.
Sanshiro naturally felt strange and put down his collection of Bacon's papers.
He thought about putting out some other novels and reading them seriously, but decided against it because it would be too much trouble.",0.0,0.0,0.0,0.56,0.44
"それよりは前にいる人の新聞を借りたくなった。
あいにく前の人はぐうぐう寝ている。","Instead, I wanted to borrow a newspaper from the person in front of me.
Unfortunately, the person in front of me was sleeping soundly.",0.0,0.0,0.0,0.5,0.5
三四郎は手を延ばして新聞に手をかけながら、わざと「おあきですか」と髭のある男に聞いた。,"Sanshiro stretched out his hand and put it on the newspaper while deliberately asking the bearded man, ""Oaki?",0.0,0.5,0.0,0.5,0.0
"男は平気な顔で「あいてるでしょう。お読みなさい」と言った。
新聞を手に取った三四郎のほうはかえって平気でなかった。
あけてみると新聞にはべつに見るほどの事ものっていない。","The man looked unconcerned and said, ""It's open. Read it.
Sanshiro, who had taken the newspaper in his hand, was not so unconcerned.
When he opened it, he found that there was nothing in the newspaper worth reading.",0.0,0.0,0.0,0.4,0.6
"一、二分で通読してしまった。
律義に畳んでもとの場所へ返しながら、ちょっと会釈すると、向こうでも軽く挨拶をして、","I read through it in a minute or two.
As I folded it up and returned it to its rightful place, I bailed a bit, and even over there, I greeted him lightly.",0.0,0.0,0.0,0.0,1.0
"「君は高等学校の生徒ですか」と聞いた。
三四郎は、かぶっている古帽子の徽章の痕が、この男の目に映ったのをうれしく感じた。","Is this a high school student?"" he asked.
Sanshiro was happy to see the emblem on the old hat he was wearing in the man's eyes.",0.33,0.0,0.0,0.0,0.67
「ええ」と答えた。,"I replied, ""Yes.""",0,0,0,0,0
「東京の？」と聞き返した時、はじめて、,"Tokyo?"" When I asked back, for the first time, ""Tokyo?",0.0,0.0,0.0,0.0,1.0
"「いえ、熊本です。……しかし……」と言ったなり黙ってしまった。
大学生だと言いたかったけれども、言うほどの必要がないからと思って遠慮した。","No, it's Kumamoto. ...... but ......,"" and then he shut up.
I wanted to tell him that I was a university student, but I refrained from doing so because I didn't think it was necessary.",0.0,0.5,0.0,0.5,0.0
"相手も「はあ、そう」と言ったなり煙草を吹かしている。
なぜ熊本の生徒が今ごろ東京へ行くんだともなんとも聞いてくれない。
熊本の生徒には興味がないらしい。","The other party said, ""Oh, yeah,"" and then blew a cigarette.
They don't ask why Kumamoto students are going to Tokyo now.
They are not interested in Kumamoto students.",0.33,0.33,0.33,0.0,0.0
"この時三四郎の前に寝ていた男が「うん、なるほど」と言った。
それでいてたしかに寝ている。
ひとりごとでもなんでもない。","The man who was sleeping in front of Sanshiro at this time said, ""Yes, I see.
And yet, he was indeed sleeping.
It's not a soliloquy or anything.",0,0,0,0,0
"髭のある人は三四郎を見てにやにやと笑った。
三四郎はそれを機会に、","The bearded man looked at Sanshiro and smirked.
Sanshiro took that as an opportunity to",0.5,0.5,0.0,0.0,0.0
