『銀河鉄道の夜』宮沢賢治,En_text,Happy,Angry,Surprise,Sad,Fear
「ジョバンニ、らっこの上着が来るよ。」,"Giovanni, Racco's jacket is coming.""",0.0,0.0,1.0,0.0,0.0
さっきのザネリがまた叫びました。,Earlier Zanelli shouted again.,0.0,0.0,1.0,0.0,0.0
「ジョバンニ、らっこの上着が来るよ。」,"Giovanni, Racco's jacket is coming.""",0.0,0.0,1.0,0.0,0.0
"すぐみんなが、続いて叫びました。
ジョバンニはまっ赤になって、もう歩いているかもわからず、急いで行きすぎようとしましたら、そのなかにカムパネルラが居たのです。
カムパネルラは気の毒そうに、だまって少しわらって、怒らないだろうかというようにジョバンニの方を見ていました。","Soon everyone followed, shouting.
Giovanni was so red that he didn't even know if he was walking anymore, and as he hurried past, he saw Camperanella among them.
He looked at Giovanni as if he was afraid that he would offend him.",0.0,0.25,0.25,0.25,0.25
"ジョバンニは、遁げるようにその眼を避け、そしてカムパネルラのせいの高いかたちが過ぎて行って間もなく、みんなはてんでに口笛を吹きました。
町かどを曲るとき、ふりかえって見ましたら、ザネリがやはりふりかえって見ていました。
そしてカムパネルラもまた、高く口笛を吹いて向うにぼんやり見える橋の方へ歩いて行ってしまったのでした。","Giovanni avoided their eyes as if he was trying to escape, and soon after the high shape of the cam panela passed by, everyone whistled in unison.
As they rounded the corner of the town, they turned around to see Zanelli looking back at them.
And then, whistling loudly, he too walked toward the bridge that could be seen dimly in the distance.",0.0,0.0,0.2,0.2,0.6
"ジョバンニは、なんとも云えずさびしくなって、いきなり走り出しました。
すると耳に手をあてて、わああと云いながら片足でぴょんぴょん跳んでいた小さな子供らは、ジョバンニが面白くてかけるのだと思ってわあいと叫びました。
まもなくジョバンニは黒い丘の方へ急ぎました。","Giovanni felt inexplicably lonely and suddenly started to run.
The little children, who were hopping around on one leg with their hands over their ears, thought Giovanni was being funny, and shouted ""wow!
Soon Giovanni was rushing toward the Black Hills.",0.17,0.0,0.5,0.33,0.0
"牧場のうしろはゆるい丘になって、その黒い平らな頂上は、北の大熊星の下に、ぼんやりふだんよりも低く連って見えました。
ジョバンニは、もう露の降りかかった小さな林のこみちを、どんどんのぼって行きました。
まっくらな草や、いろいろな形に見えるやぶのしげみの間を、その小さなみちが、一すじ白く星あかりに照らしだされてあったのです。","Behind the ranch was a loose hill, its black, flat summit dimly visible below the Great Bear Star to the north, lower than usual.
Giovanni continued up the path through the small dewy forest.
The small path through the dark grass and the thicket of bushes of various shapes and sizes was illuminated by the white starlight.",0.17,0.0,0.0,0.5,0.33
"草の中には、ぴかぴか青びかりを出す小さな虫もいて、ある葉は青くすかし出され、ジョバンニは、さっきみんなの持って行った烏瓜のあかりのようだとも思いました。
そのまっ黒な、松や楢の林を越えると、俄かにがらんと空がひらけて、天の川がしらしらと南から北へ亘っているのが見え、また頂の、天気輪の柱も見わけられたのでした。
つりがねそうか野ぎくかの花が、そこらいちめんに、夢の中からでも薫りだしたというように咲き、鳥が一疋、丘の上を鳴き続けながら通って行きました。","Among the grass, there were small insects that emitted a shining blue light, and some leaves were scorched blue.
As they crossed the dark forest of pine trees and oak trees, the sky suddenly opened up and they could see the Milky Way stretching from south to north, and they could also distinguish the pillar of the weather wheel at the top of the mountain.
Flowers of Lily of the valley and wild chrysanthemum were blooming all over the place as if they had been smelling from a dream, and a flock of birds was passing over the hill, singing continuously.",0.08,0.15,0.08,0.31,0.38
"ジョバンニは、頂の天気輪の柱の下に来て、どかどかするからだを、つめたい草に投げました。
町の灯は、暗の中をまるで海の底のお宮のけしきのようにともり、子供らの歌う声や口笛、きれぎれの叫び声もかすかに聞えて来るのでした。
風が遠くで鳴り、丘の草もしずかにそよぎ、ジョバンニの汗でぬれたシャツもつめたく冷されました。","Giovanni came to the top, under the pillar of the weather wheel, and threw his throbbing body onto the cold grass.
The lights of the town shone through the darkness like the lights of a palace at the bottom of the sea, and he could faintly hear the singing and whistling of children and the broken cries of others.
The wind was howling in the distance, the grass on the hills was rustling softly, and Giovanni's sweat-soaked shirt was cold and clammy.",0.17,0.0,0.67,0.17,0.0
"ジョバンニは町のはずれから遠く黒くひろがった野原を見わたしました。
そこから汽車の音が聞えてきました。
その小さな列車の窓は一列小さく赤く見え、その中にはたくさんの旅人が、苹果を剥いたり、わらったり、いろいろな風にしていると考えますと、ジョバンニは、もう何とも云えずかなしくなって、また眼をそらに挙げました。","Giovanni looked out from the edge of the town to a distant, blackened field.
From there he heard the sound of a train.
The windows of the small train looked reddish, and Giovanni thought of the many travelers peeling apples and staring at them in various ways.",0.0,0.0,0.0,0.67,0.33
"あああの白いそらの帯がみんな星だというぞ。
ところがいくら見ていても、そのそらはひる先生の云ったような、がらんとした冷いとこだとは思われませんでした。
それどころでなく、見れば見るほど、そこは小さな林や牧場やらある野原のように考えられて仕方なかったのです。","Oh, that white band of the sky is said to be a star.
However, no matter how much I looked at it, I could not think of it as a deserted, cold place like Mr. Hiru had said.
In fact, the more I looked, the more I could not help but think of it as a field with small forests and farms.",0.0,0.0,0.14,0.14,0.71
